Date,Country/Region,day_of_week,Qtde Autorizados,Valor Autorizados,populacao,Confirmed,Deaths,C1,C2,C3,C4,C5,C6,C7,C8,preinflex,peak,postinflex,estagio,Qtde Autorizados_2019_mean,Valor Autorizados_2019_mean
07/20/2020,BA,0,2614933.0,225263966.65,14873064,1123,51,1,1,1,1,0,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/21/2020,BA,1,2538633.0,226186479.76,14873064,3552,45,1,1,1,1,0,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/22/2020,BA,2,2587198.0,228168124.52,14873064,6401,52,1,0,1,1,0,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/23/2020,BA,3,2631110.0,231649112.63,14873064,5113,56,1,0,1,1,1,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/24/2020,BA,4,2886598.0,257845186.05,14873064,4409,52,1,0,1,1,1,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/25/2020,BA,5,2823302.0,233948738.02,14873064,3632,44,1,0,1,1,1,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/26/2020,BA,6,1224008.0,91430750.62,14873064,1780,42,1,0,1,1,1,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/27/2020,BA,0,2680847.0,240514541.99,14873064,930,45,1,0,1,1,1,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/28/2020,BA,1,2835232.0,256192889.24,14873064,4204,43,1,0,1,1,1,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/29/2020,BA,2,2889168.0,264467123.15,14873064,4021,51,1,0,1,1,1,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/30/2020,BA,3,2926174.0,279449588.61,14873064,4296,70,1,0,1,1,1,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
07/31/2020,BA,4,3258088.0,340235305.8,14873064,4524,72,1,0,1,1,1,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
08/01/2020,BA,5,3031808.0,273310834.19,14873064,2772,54,1,0,1,1,0,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
08/02/2020,BA,6,1327220.0,110634412.32,14873064,1550,55,1,0,1,1,0,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
08/03/2020,BA,0,2890350.0,263565170.74,14873064,915,52,1,0,1,1,0,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
08/04/2020,BA,1,2721074.0,252940040.92,14873064,3998,54,1,0,1,1,0,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
08/05/2020,BA,2,2892820.0,271528231.96,14873064,4348,58,1,0,1,1,0,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
08/06/2020,BA,3,2933626.0,281049504.95,14873064,3953,53,1,0,1,1,0,0,1,0,97.0,152.0,207.0,4.0,3040182.5342465756,227843397.22687688
03/06/2020,ES,4,1890380.0,132858674.62,4018650,1,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/07/2020,ES,5,1922197.0,144201711.72,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/08/2020,ES,6,766908.0,46849037.68,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/09/2020,ES,0,1724920.0,110671768.14,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/10/2020,ES,1,1626864.0,105484536.85,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/11/2020,ES,2,1704478.0,110124040.09,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/12/2020,ES,3,1610333.0,106286980.11,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/13/2020,ES,4,1786351.0,122399348.01,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/14/2020,ES,5,1791580.0,127090085.19,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/15/2020,ES,6,761933.0,45294488.06,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/16/2020,ES,0,1708496.0,116190867.44,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/17/2020,ES,1,1692917.0,124361443.2,4018650,0,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/18/2020,ES,2,1617591.0,115578873.44,4018650,8,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/19/2020,ES,3,1540365.0,118365616.31,4018650,2,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/20/2020,ES,4,1634890.0,134297973.66,4018650,2,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/21/2020,ES,5,1384324.0,107691686.78,4018650,13,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/22/2020,ES,6,417534.0,24504345.55,4018650,0,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/23/2020,ES,0,1120210.0,76378714.95,4018650,3,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/24/2020,ES,1,1023984.0,66107664.39,4018650,4,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/25/2020,ES,2,1028506.0,66739244.19,4018650,6,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/26/2020,ES,3,1018412.0,67188402.36,4018650,0,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/27/2020,ES,4,1187015.0,79565996.66,4018650,8,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/28/2020,ES,5,1227635.0,78643695.89,4018650,6,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/29/2020,ES,6,440858.0,22654986.11,4018650,7,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/30/2020,ES,0,1126289.0,77979861.33,4018650,12,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
03/31/2020,ES,1,1217625.0,93101062.46,4018650,12,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/01/2020,ES,2,1206852.0,86125844.45,4018650,12,0,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/02/2020,ES,3,1200639.0,86543294.91,4018650,24,1,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/03/2020,ES,4,1286131.0,94566369.7,4018650,19,3,0,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/04/2020,ES,5,1371492.0,97235000.56,4018650,14,1,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/05/2020,ES,6,481851.0,26738923.37,4018650,13,1,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/06/2020,ES,0,1270207.0,90746975.57,4018650,28,0,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/07/2020,ES,1,1333488.0,97157938.44,4018650,15,0,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/08/2020,ES,2,1391003.0,103119174.34,4018650,18,0,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/09/2020,ES,3,1527194.0,111553465.71,4018650,46,0,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/10/2020,ES,4,699585.0,39820072.15,4018650,27,1,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/11/2020,ES,5,1492350.0,96827374.49,4018650,49,2,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/12/2020,ES,6,464358.0,23130859.2,4018650,34,0,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/13/2020,ES,0,1210136.0,79011074.46,4018650,47,5,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/14/2020,ES,1,1224669.0,79039304.18,4018650,33,3,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/15/2020,ES,2,1229159.0,83986132.36,4018650,94,1,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/16/2020,ES,3,1211955.0,84678091.67,4018650,197,4,1,1,1,1,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/17/2020,ES,4,1372742.0,99756214.22,4018650,102,3,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/18/2020,ES,5,1434703.0,100841945.26,4018650,96,3,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/19/2020,ES,6,493941.0,26979330.96,4018650,147,2,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/20/2020,ES,0,860996.0,56248643.61,4018650,69,3,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/21/2020,ES,1,725631.0,42170551.98,4018650,44,1,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/22/2020,ES,2,1422238.0,102899469.72,4018650,101,0,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/23/2020,ES,3,1287045.0,94572527.98,4018650,50,8,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/24/2020,ES,4,1397808.0,104392290.25,4018650,18,0,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/25/2020,ES,5,1411492.0,99774322.78,4018650,214,5,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/26/2020,ES,6,488255.0,25952308.98,4018650,108,4,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/27/2020,ES,0,1248283.0,90651543.75,4018650,93,6,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/28/2020,ES,1,1265587.0,93763753.78,4018650,78,7,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/29/2020,ES,2,1321828.0,101707644.69,4018650,233,12,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
04/30/2020,ES,3,1621444.0,148012893.9,4018650,358,7,1,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/01/2020,ES,4,463586.0,25277810.49,4018650,197,13,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/02/2020,ES,5,1590192.0,134205934.59,4018650,286,6,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/03/2020,ES,6,488746.0,28311099.93,4018650,138,12,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/04/2020,ES,0,1365507.0,104629028.23,4018650,140,8,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/05/2020,ES,1,1354558.0,105574406.61,4018650,176,11,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/06/2020,ES,2,1403156.0,111950976.92,4018650,166,12,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/07/2020,ES,3,1358263.0,112140880.09,4018650,270,10,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/08/2020,ES,4,1581551.0,133392482.42,4018650,404,10,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/09/2020,ES,5,1645949.0,134723426.92,4018650,170,7,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/10/2020,ES,6,530806.0,29701498.17,4018650,187,9,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/11/2020,ES,0,1264535.0,91254480.4,4018650,220,15,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/12/2020,ES,1,1263553.0,92452944.35,4018650,268,16,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/13/2020,ES,2,1265341.0,94280590.13,4018650,314,21,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/14/2020,ES,3,1238578.0,92291557.44,4018650,412,16,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/15/2020,ES,4,1378980.0,105737667.75,4018650,385,11,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/16/2020,ES,5,1327117.0,98166554.56,4018650,397,11,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/17/2020,ES,6,479934.0,25810749.0,4018650,149,14,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/18/2020,ES,0,1253382.0,89883327.83,4018650,413,17,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/19/2020,ES,1,1217350.0,90000755.25,4018650,536,23,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/20/2020,ES,2,1288268.0,94728068.54,4018650,399,16,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/21/2020,ES,3,1272691.0,94490173.44,4018650,786,22,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/22/2020,ES,4,1414883.0,107452537.39,4018650,642,34,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/23/2020,ES,5,1395772.0,99143084.38,4018650,398,20,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/24/2020,ES,6,488799.0,26479682.49,4018650,89,29,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/25/2020,ES,0,1207050.0,90265418.01,4018650,358,19,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/26/2020,ES,1,1278765.0,94403361.56,4018650,524,22,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/27/2020,ES,2,1317020.0,101167441.12,4018650,595,24,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/28/2020,ES,3,1343447.0,106799518.86,4018650,719,27,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/29/2020,ES,4,1509286.0,132485687.82,4018650,700,22,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/30/2020,ES,5,1571029.0,130579592.05,4018650,534,23,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
05/31/2020,ES,6,509342.0,32746326.29,4018650,253,21,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/01/2020,ES,0,1376561.0,107349405.22,4018650,379,10,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/02/2020,ES,1,1363772.0,105462033.5,4018650,1082,50,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/03/2020,ES,2,1389810.0,108755448.72,4018650,970,34,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/04/2020,ES,3,1379839.0,109443301.22,4018650,773,39,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/05/2020,ES,4,1610955.0,133700186.09,4018650,1215,43,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/06/2020,ES,5,1480708.0,114919106.51,4018650,841,26,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/07/2020,ES,6,482137.0,27281217.15,4018650,669,26,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/08/2020,ES,0,1415816.0,109586938.23,4018650,1040,39,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/09/2020,ES,1,1420165.0,110156228.94,4018650,1305,33,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/10/2020,ES,2,1590675.0,126990193.94,4018650,1380,32,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/11/2020,ES,3,872186.0,61418053.95,4018650,885,26,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/12/2020,ES,4,1732373.0,139460735.45,4018650,1028,24,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/13/2020,ES,5,1346979.0,93481546.69,4018650,675,36,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/14/2020,ES,6,481717.0,26127660.63,4018650,509,32,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/15/2020,ES,0,1280418.0,99910001.88,4018650,1140,32,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/16/2020,ES,1,1278684.0,95806711.53,4018650,1371,45,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/17/2020,ES,2,1342941.0,101063214.8,4018650,1489,38,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/18/2020,ES,3,1349737.0,102215506.88,4018650,1230,48,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/19/2020,ES,4,1009685.0,77806399.08,4018650,1471,48,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/20/2020,ES,5,1692094.0,121730609.46,4018650,1074,32,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/21/2020,ES,6,497757.0,27762437.03,4018650,642,29,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/22/2020,ES,0,1370293.0,103043381.19,4018650,926,36,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/23/2020,ES,1,1337332.0,100012776.05,4018650,1043,63,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/24/2020,ES,2,1304574.0,97052313.8,4018650,1654,38,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/25/2020,ES,3,1330269.0,104455892.52,4018650,1765,27,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/26/2020,ES,4,1590303.0,127557635.95,4018650,1406,17,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/27/2020,ES,5,1400177.0,100869659.69,4018650,0,0,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/28/2020,ES,6,485528.0,27325460.47,4018650,2031,61,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/29/2020,ES,0,1168393.0,96833586.22,4018650,1414,53,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
06/30/2020,ES,1,1490221.0,138484858.39,4018650,1796,27,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/01/2020,ES,2,1489955.0,122903556.3,4018650,1928,45,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/02/2020,ES,3,1479230.0,121983665.08,4018650,1419,35,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/03/2020,ES,4,1628937.0,138272083.66,4018650,1449,30,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/04/2020,ES,5,1492959.0,118159506.4,4018650,1134,23,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/05/2020,ES,6,494216.0,28986567.97,4018650,570,23,0,0,0,0,0,0,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/06/2020,ES,0,1405876.0,110912131.89,4018650,1154,34,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/07/2020,ES,1,1482346.0,117445318.97,4018650,2151,42,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/08/2020,ES,2,1516557.0,119586680.59,4018650,1839,31,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/09/2020,ES,3,1456663.0,117671465.94,4018650,1472,19,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/10/2020,ES,4,1623163.0,132625199.38,4018650,1347,37,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/11/2020,ES,5,1436002.0,107197505.14,4018650,880,17,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/12/2020,ES,6,499243.0,28814415.62,4018650,563,19,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/13/2020,ES,0,1375696.0,105675130.44,4018650,1080,37,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/14/2020,ES,1,1377974.0,103713789.92,4018650,1334,42,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/15/2020,ES,2,1367320.0,107034301.27,4018650,1139,15,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/16/2020,ES,3,1402646.0,110433016.41,4018650,1766,39,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/17/2020,ES,4,1558337.0,124324315.42,4018650,1343,38,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/18/2020,ES,5,1412144.0,101041358.27,4018650,670,28,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/19/2020,ES,6,489030.0,27374427.55,4018650,478,20,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/20/2020,ES,0,1360525.0,106858989.06,4018650,1094,34,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/21/2020,ES,1,1392648.0,107017363.89,4018650,898,24,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/22/2020,ES,2,1450258.0,111012260.71,4018650,1087,25,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/23/2020,ES,3,1432992.0,112074152.17,4018650,920,36,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/24/2020,ES,4,1603271.0,127711541.05,4018650,1246,32,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/25/2020,ES,5,1423529.0,101459187.31,4018650,744,13,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/26/2020,ES,6,493916.0,28229825.88,4018650,602,25,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/27/2020,ES,0,1403361.0,110364138.31,4018650,837,25,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/28/2020,ES,1,1414763.0,109694127.22,4018650,1427,27,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/29/2020,ES,2,1452311.0,115508983.58,4018650,1105,23,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/30/2020,ES,3,1480043.0,126532814.53,4018650,1316,28,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
07/31/2020,ES,4,1593196.0,153605187.69,4018650,1407,31,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
08/01/2020,ES,5,1552541.0,127423602.29,4018650,522,21,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
08/02/2020,ES,6,538779.0,31893525.78,4018650,424,12,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
08/03/2020,ES,0,1500972.0,121257736.56,4018650,977,23,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
08/04/2020,ES,1,1488129.0,119300795.31,4018650,994,27,0,0,0,0,0,1,0,0,85.0,119.0,153.0,5.0,1522913.0630136987,103535979.74898621
