Data,UF,day_of_week,Qtde Autorizados,Valor Autorizados,populacao,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Qtde Autorizados_2019_mean,Valor Autorizados_2019_mean
2020-03-29,RJ,6,2874678,155219796.04,17264943,600,42,17,4,7509616.147945206,450805491.7122742
2020-03-30,RJ,0,4721008,300196386.23,17264943,657,57,18,1,7509616.147945206,450805491.7122742
2020-03-31,RJ,1,5303946,367989368.23,17264943,708,51,23,5,7509616.147945206,450805491.7122742
2020-04-01,RJ,2,5507692,366306855.75,17264943,832,124,28,5,7509616.147945206,450805491.7122742
2020-04-02,RJ,3,5367301,360658597.53,17264943,992,160,41,13,7509616.147945206,450805491.7122742
2020-04-03,RJ,4,5545022,380057399.64,17264943,1074,82,47,6,7509616.147945206,450805491.7122742
2020-04-04,RJ,5,5508272,386157812.9,17264943,1246,172,58,11,7509616.147945206,450805491.7122742
2020-04-05,RJ,6,3076293,176960109.31,17264943,1394,148,64,6,7509616.147945206,450805491.7122742
2020-04-06,RJ,0,5244928,338711109.97,17264943,1461,67,71,7,7509616.147945206,450805491.7122742
2020-04-07,RJ,1,5416125,364771687.54,17264943,1688,227,89,18,7509616.147945206,450805491.7122742
2020-04-08,RJ,2,5456171,383726846.61,17264943,1938,250,106,17,7509616.147945206,450805491.7122742
2020-04-09,RJ,3,6167570,445337018.71,17264943,2216,278,122,16,7509616.147945206,450805491.7122742
2020-04-10,RJ,4,4184673,255017911.49,17264943,2464,248,147,25,7509616.147945206,450805491.7122742
2020-04-11,RJ,5,5776154,381695814.61,17264943,2607,143,155,8,7509616.147945206,450805491.7122742
2020-04-12,RJ,6,3179699,164688206.29,17264943,2855,248,170,15,7509616.147945206,450805491.7122742
2020-04-13,RJ,0,4813803,287245961.89,17264943,3231,376,188,18,7509616.147945206,450805491.7122742
2020-04-14,RJ,1,4932498,299476174.38,17264943,3410,179,224,36,7509616.147945206,450805491.7122742
2020-04-15,RJ,2,5172127,333692753.22,17264943,3743,333,265,41,7509616.147945206,450805491.7122742
2020-04-16,RJ,3,5024669,329525653.25,17264943,3944,201,300,35,7509616.147945206,450805491.7122742
2020-04-17,RJ,4,5406876,357661269.03,17264943,4349,405,341,41,7509616.147945206,450805491.7122742
2020-04-18,RJ,5,5365079,361710696.01,17264943,4543,194,387,46,7509616.147945206,450805491.7122742
2020-04-19,RJ,6,3052429,174281048.82,17264943,4765,222,402,15,7509616.147945206,450805491.7122742
2020-04-20,RJ,0,5234255,337556881.12,17264943,4899,134,422,20,7509616.147945206,450805491.7122742
2020-04-21,RJ,1,3566385,214157160.84,17264943,5306,407,461,39,7509616.147945206,450805491.7122742
2020-04-22,RJ,2,5597810,373385550.11,17264943,5552,246,490,29,7509616.147945206,450805491.7122742
2020-04-23,RJ,3,3804907,244257901.27,17264943,6172,620,530,40,7509616.147945206,450805491.7122742
2020-04-24,RJ,4,5560426,376394420.95,17264943,6282,110,570,40,7509616.147945206,450805491.7122742
2020-04-25,RJ,5,5343716,360781732.2,17264943,6828,546,615,45,7509616.147945206,450805491.7122742
2020-04-26,RJ,6,3039531,173668969.62,17264943,7111,283,645,30,7509616.147945206,450805491.7122742
2020-04-27,RJ,0,5068941,326519938.1,17264943,7944,833,677,32,7509616.147945206,450805491.7122742
2020-04-28,RJ,1,5200924,352173565.92,17264943,8504,560,738,61,7509616.147945206,450805491.7122742
2020-04-29,RJ,2,5375199,385154251.28,17264943,8869,365,794,56,7509616.147945206,450805491.7122742
2020-04-30,RJ,3,5882642,477102782.76,17264943,9453,584,854,60,7509616.147945206,450805491.7122742
2020-05-01,RJ,4,3816018,275883363.52,17264943,10166,713,921,67,7509616.147945206,450805491.7122742
2020-05-02,RJ,5,5557424,414983711.49,17264943,10546,380,971,50,7509616.147945206,450805491.7122742
2020-05-03,RJ,6,3008860,184092096.48,17264943,11139,593,1019,48,7509616.147945206,450805491.7122742
2020-05-04,RJ,0,5392865,374144527.08,17264943,11721,582,1065,46,7509616.147945206,450805491.7122742
2020-05-05,RJ,1,5592899,400784669.23,17264943,12391,670,1123,58,7509616.147945206,450805491.7122742
2020-05-06,RJ,2,5643737,416103988.55,17264943,13295,904,1205,82,7509616.147945206,450805491.7122742
2020-05-07,RJ,3,5359540,414321800.77,17264943,14156,861,1394,189,7509616.147945206,450805491.7122742
2020-05-08,RJ,4,5990994,477549724.65,17264943,15741,1585,1503,109,7509616.147945206,450805491.7122742
2020-05-09,RJ,5,6132994,496968852.96,17264943,16929,1188,1653,150,7509616.147945206,450805491.7122742
2020-05-10,RJ,6,3505210,213277776.88,17264943,17062,133,1714,61,7509616.147945206,450805491.7122742
2020-05-11,RJ,0,4914925,327022125.04,17264943,17939,877,1770,56,7509616.147945206,450805491.7122742
2020-05-12,RJ,1,5085949,339546146.16,17264943,18486,547,1928,158,7509616.147945206,450805491.7122742
2020-05-13,RJ,2,5098491,345472452.24,17264943,18728,242,2050,122,7509616.147945206,450805491.7122742
2020-05-14,RJ,3,4866887,334707181.79,17264943,19467,739,2247,197,7509616.147945206,450805491.7122742
2020-05-15,RJ,4,5030924,354323620.57,17264943,19987,520,2438,191,7509616.147945206,450805491.7122742
2020-05-16,RJ,5,5364931,382045994.41,17264943,21601,1614,2614,176,7509616.147945206,450805491.7122742
2020-05-17,RJ,6,3095920,188411957.51,17264943,22238,637,2715,101,7509616.147945206,450805491.7122742
2020-05-18,RJ,0,4975450,331592023.97,17264943,26665,4427,2852,137,7509616.147945206,450805491.7122742
2020-05-19,RJ,1,5059758,338791234.29,17264943,27805,1140,3079,227,7509616.147945206,450805491.7122742
2020-05-20,RJ,2,5200148,353006024.11,17264943,30372,2567,3237,158,7509616.147945206,450805491.7122742
2020-05-21,RJ,3,5143626,354730990.14,17264943,32089,1717,3412,175,7509616.147945206,450805491.7122742
2020-05-22,RJ,4,5467156,375631534.14,17264943,33589,1500,3657,245,7509616.147945206,450805491.7122742
2020-05-23,RJ,5,5351588,370811603.81,17264943,34533,944,3905,248,7509616.147945206,450805491.7122742
2020-05-24,RJ,6,2830087,168344118.83,17264943,37912,3379,3993,88,7509616.147945206,450805491.7122742
2020-05-25,RJ,0,5000616,330474416.96,17264943,39298,1386,4105,112,7509616.147945206,450805491.7122742
2020-05-26,RJ,1,5244796,347696274.93,17264943,40024,726,4361,256,7509616.147945206,450805491.7122742
2020-05-27,RJ,2,5376941,366772161.83,17264943,42398,2374,4605,244,7509616.147945206,450805491.7122742
2020-05-28,RJ,3,5400742,380633709.73,17264943,44886,2488,4856,251,7509616.147945206,450805491.7122742
2020-05-29,RJ,4,5765699,443119143.7,17264943,47953,3067,5079,223,7509616.147945206,450805491.7122742
2020-05-30,RJ,5,5891521,462536171.37,17264943,52420,4467,5277,198,7509616.147945206,450805491.7122742
2020-05-31,RJ,6,3354292,222474723.34,17264943,53388,968,5344,67,7509616.147945206,450805491.7122742
2020-06-01,RJ,0,5678059,392848527.36,17264943,54530,1142,5462,118,7509616.147945206,450805491.7122742
2020-06-02,RJ,1,5837170,408984106.41,17264943,56732,2202,5686,224,7509616.147945206,450805491.7122742
2020-06-03,RJ,2,5964606,423949815.44,17264943,59240,2508,6010,324,7509616.147945206,450805491.7122742
2020-06-04,RJ,3,5737125,410866849.02,17264943,60932,1692,6327,317,7509616.147945206,450805491.7122742
2020-06-05,RJ,4,6248945,466052156.64,17264943,63066,2134,6473,146,7509616.147945206,450805491.7122742
2020-06-06,RJ,5,6117633,461636520.78,17264943,64533,1467,6639,166,7509616.147945206,450805491.7122742
2020-06-07,RJ,6,3268981,210204519.92,17264943,67756,3223,6707,68,7509616.147945206,450805491.7122742
2020-06-08,RJ,0,5616301,388195070.79,17264943,69499,1743,6781,74,7509616.147945206,450805491.7122742
2020-06-09,RJ,1,5755780,406556167.84,17264943,72979,3480,6928,147,7509616.147945206,450805491.7122742
2020-06-10,RJ,2,6206769,443817480.09,17264943,74373,1394,7138,210,7509616.147945206,450805491.7122742
2020-06-11,RJ,3,4424204,320786167.43,17264943,75775,1402,7363,225,7509616.147945206,450805491.7122742
2020-06-12,RJ,4,6874923,498612257.0,17264943,77784,2009,7417,54,7509616.147945206,450805491.7122742
2020-06-13,RJ,5,5756984,412635451.15,17264943,78836,1052,7592,175,7509616.147945206,450805491.7122742
2020-06-14,RJ,6,3189240,197255200.14,17264943,79572,736,7672,80,7509616.147945206,450805491.7122742
2020-06-15,RJ,0,5451338,379416984.91,17264943,80946,1374,7728,56,7509616.147945206,450805491.7122742
2020-06-16,RJ,1,5715349,392973868.61,17264943,83343,2397,7967,239,7509616.147945206,450805491.7122742
2020-06-17,RJ,2,5924208,410131922.33,17264943,86963,3620,8138,171,7509616.147945206,450805491.7122742
2020-06-18,RJ,3,5783396,409577309.82,17264943,87317,354,8412,274,7509616.147945206,450805491.7122742
2020-06-19,RJ,4,4575870,326320871.25,17264943,93378,6061,8595,183,7509616.147945206,450805491.7122742
2020-06-20,RJ,5,6905000,500905979.69,17264943,95537,2159,8824,229,7509616.147945206,450805491.7122742
2020-06-21,RJ,6,3444080,213096992.13,17264943,96133,596,8875,51,7509616.147945206,450805491.7122742
2020-06-22,RJ,0,5695556,390029493.64,17264943,97572,1439,8933,58,7509616.147945206,450805491.7122742
2020-06-23,RJ,1,5846849,400955478.73,17264943,100869,3297,9153,220,7509616.147945206,450805491.7122742
2020-02-25,RS,1,2913228,168873779.35,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-02-26,RS,2,5407357,357875031.98,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-02-27,RS,3,5348276,362840105.62,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-02-28,RS,4,6059943,453778447.23,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-02-29,RS,5,6289825,514037736.41,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-03-01,RS,6,3166858,201370564.71,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-03-02,RS,0,5425177,363126273.47,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-03-03,RS,1,5483669,364728874.05,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-03-04,RS,2,5600100,374688973.71,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-03-05,RS,3,5584851,378844563.36,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-03-06,RS,4,6450388,464991857.97,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-03-07,RS,5,6734600,527447571.59,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-03-08,RS,6,3295146,209007217.27,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-03-09,RS,0,5447219,354934086.58,11377239,0,0,0,0,5000128.665753425,346556943.2794796
2020-03-10,RS,1,5418851,352499147.45,11377239,1,1,0,0,5000128.665753425,346556943.2794796
2020-03-11,RS,2,5534340,358824259.17,11377239,2,1,0,0,5000128.665753425,346556943.2794796
2020-03-12,RS,3,5472036,357492865.71,11377239,4,2,0,0,5000128.665753425,346556943.2794796
2020-03-13,RS,4,5948303,408827454.94,11377239,4,0,0,0,5000128.665753425,346556943.2794796
2020-03-14,RS,5,6203369,460509956.86,11377239,6,2,0,0,5000128.665753425,346556943.2794796
2020-03-15,RS,6,3071507,198579656.07,11377239,6,0,0,0,5000128.665753425,346556943.2794796
2020-03-16,RS,0,5300695,382196825.4,11377239,6,0,0,0,5000128.665753425,346556943.2794796
2020-03-17,RS,1,5418228,397632119.9,11377239,10,4,0,0,5000128.665753425,346556943.2794796
2020-03-18,RS,2,5193405,391380707.07,11377239,19,9,0,0,5000128.665753425,346556943.2794796
2020-03-19,RS,3,5038623,395448761.35,11377239,28,9,0,0,5000128.665753425,346556943.2794796
2020-03-20,RS,4,5184815,436540980.32,11377239,37,9,0,0,5000128.665753425,346556943.2794796
2020-03-21,RS,5,4245776,353451511.49,11377239,60,23,0,0,5000128.665753425,346556943.2794796
2020-03-22,RS,6,1521717,100221533.7,11377239,72,12,0,0,5000128.665753425,346556943.2794796
2020-03-23,RS,0,3196423,226419220.32,11377239,86,14,0,0,5000128.665753425,346556943.2794796
2020-03-24,RS,1,2921344,199707101.31,11377239,98,12,0,0,5000128.665753425,346556943.2794796
2020-03-25,RS,2,3111756,213648650.55,11377239,123,25,1,1,5000128.665753425,346556943.2794796
2020-03-26,RS,3,3067762,211205500.61,11377239,168,45,1,0,5000128.665753425,346556943.2794796
2020-03-27,RS,4,3513293,253549677.0,11377239,195,27,2,1,5000128.665753425,346556943.2794796
2020-03-28,RS,5,3582907,251169319.31,11377239,197,2,2,0,5000128.665753425,346556943.2794796
2020-03-29,RS,6,1570433,96334788.46,11377239,226,29,2,0,5000128.665753425,346556943.2794796
2020-03-30,RS,0,3365737,239069921.46,11377239,241,15,3,1,5000128.665753425,346556943.2794796
2020-03-31,RS,1,3649990,296053018.04,11377239,274,33,4,1,5000128.665753425,346556943.2794796
2020-04-01,RS,2,3895472,298276202.96,11377239,306,32,4,0,5000128.665753425,346556943.2794796
2020-04-02,RS,3,3560953,268479440.09,11377239,334,28,5,1,5000128.665753425,346556943.2794796
2020-04-03,RS,4,4002560,312961073.77,11377239,396,62,5,0,5000128.665753425,346556943.2794796
2020-04-04,RS,5,4083372,313940113.4,11377239,410,14,6,1,5000128.665753425,346556943.2794796
2020-04-05,RS,6,1782076,116000690.59,11377239,418,8,7,1,5000128.665753425,346556943.2794796
2020-04-06,RS,0,3720557,279218401.82,11377239,481,63,7,0,5000128.665753425,346556943.2794796
2020-04-07,RS,1,4152313,317600674.21,11377239,508,27,8,1,5000128.665753425,346556943.2794796
2020-04-08,RS,2,4370995,342100709.91,11377239,555,47,9,1,5000128.665753425,346556943.2794796
2020-04-09,RS,3,4939030,392831782.03,11377239,618,63,12,3,5000128.665753425,346556943.2794796
2020-04-10,RS,4,1948311,117863752.98,11377239,636,18,14,2,5000128.665753425,346556943.2794796
2020-04-11,RS,5,5061181,382847888.42,11377239,640,4,15,1,5000128.665753425,346556943.2794796
2020-04-12,RS,6,1695466,98716675.01,11377239,653,13,16,1,5000128.665753425,346556943.2794796
2020-04-13,RS,0,3532468,241620848.09,11377239,664,11,16,0,5000128.665753425,346556943.2794796
2020-04-14,RS,1,3538931,244933135.1,11377239,700,36,18,2,5000128.665753425,346556943.2794796
2020-04-15,RS,2,3915037,276360266.93,11377239,747,47,19,1,5000128.665753425,346556943.2794796
2020-04-16,RS,3,3775132,276890980.72,11377239,780,33,19,0,5000128.665753425,346556943.2794796
2020-04-17,RS,4,4217106,319945016.03,11377239,802,22,22,3,5000128.665753425,346556943.2794796
2020-04-18,RS,5,4431926,336345468.64,11377239,831,29,24,2,5000128.665753425,346556943.2794796
2020-04-19,RS,6,1944384,117812808.78,11377239,854,23,24,0,5000128.665753425,346556943.2794796
2020-04-20,RS,0,4323829,316793171.42,11377239,889,35,27,3,5000128.665753425,346556943.2794796
2020-04-21,RS,1,2195063,133421841.66,11377239,904,15,27,0,5000128.665753425,346556943.2794796
2020-04-22,RS,2,4378386,317758100.06,11377239,923,19,27,0,5000128.665753425,346556943.2794796
2020-04-23,RS,3,3999451,291021707.18,11377239,994,71,29,2,5000128.665753425,346556943.2794796
2020-04-24,RS,4,4379717,331054743.75,11377239,1061,67,31,2,5000128.665753425,346556943.2794796
2020-04-25,RS,5,4548651,348420844.66,11377239,1096,35,34,3,5000128.665753425,346556943.2794796
2020-04-26,RS,6,1912002,118485788.0,11377239,1166,70,35,1,5000128.665753425,346556943.2794796
2020-04-27,RS,0,3797057,277778669.4,11377239,1228,62,42,7,5000128.665753425,346556943.2794796
2020-04-28,RS,1,3982648,298056136.31,11377239,1286,58,45,3,5000128.665753425,346556943.2794796
2020-04-29,RS,2,4228682,333659826.35,11377239,1368,82,50,5,5000128.665753425,346556943.2794796
2020-04-30,RS,3,5062207,464871602.33,11377239,1466,98,51,1,5000128.665753425,346556943.2794796
2020-05-01,RS,4,2141047,144167173.55,11377239,1529,63,58,7,5000128.665753425,346556943.2794796
2020-05-02,RS,5,4945680,420254429.01,11377239,1619,90,62,4,5000128.665753425,346556943.2794796
2020-05-03,RS,6,1991648,126042418.04,11377239,1666,47,65,3,5000128.665753425,346556943.2794796
2020-05-04,RS,0,4176308,318411882.81,11377239,1711,45,74,9,5000128.665753425,346556943.2794796
2020-05-05,RS,1,4212495,332466545.76,11377239,1815,104,79,5,5000128.665753425,346556943.2794796
2020-05-06,RS,2,4559522,369408304.19,11377239,2050,235,87,8,5000128.665753425,346556943.2794796
2020-05-07,RS,3,4606658,381197326.23,11377239,2129,79,90,3,5000128.665753425,346556943.2794796
2020-05-08,RS,4,5234813,453661918.55,11377239,2447,318,91,1,5000128.665753425,346556943.2794796
2020-05-09,RS,5,5737126,517067003.56,11377239,2493,46,95,4,5000128.665753425,346556943.2794796
2020-05-10,RS,6,2134872,134087494.12,11377239,2542,49,97,2,5000128.665753425,346556943.2794796
2020-05-11,RS,0,4006219,294532294.63,11377239,2576,34,105,8,5000128.665753425,346556943.2794796
2020-05-12,RS,1,3545335,265083969.1,11377239,2917,341,111,6,5000128.665753425,346556943.2794796
2020-05-13,RS,2,4054312,305150170.02,11377239,2917,0,111,0,5000128.665753425,346556943.2794796
2020-05-14,RS,3,4052826,303753709.83,11377239,2997,80,120,9,5000128.665753425,346556943.2794796
2020-05-15,RS,4,4533145,353450842.23,11377239,3597,600,126,6,5000128.665753425,346556943.2794796
2020-05-16,RS,5,4742975,378599258.65,11377239,3695,98,132,6,5000128.665753425,346556943.2794796
2020-05-17,RS,6,2069691,129423979.34,11377239,3735,40,142,10,5000128.665753425,346556943.2794796
2020-05-18,RS,0,4052187,293892836.06,11377239,3735,0,144,2,5000128.665753425,346556943.2794796
2020-05-19,RS,1,4073448,292333965.85,11377239,3750,15,151,7,5000128.665753425,346556943.2794796
2020-05-20,RS,2,4393590,318312923.14,11377239,4973,1223,161,10,5000128.665753425,346556943.2794796
2020-05-21,RS,3,3597548,271964135.22,11377239,5473,500,166,5,5000128.665753425,346556943.2794796
2020-05-22,RS,4,4353353,339068233.44,11377239,5918,445,172,6,5000128.665753425,346556943.2794796
2020-05-23,RS,5,4447337,361105869.73,11377239,6336,418,176,4,5000128.665753425,346556943.2794796
2020-05-24,RS,6,1951032,124967117.4,11377239,6470,134,180,4,5000128.665753425,346556943.2794796
2020-05-25,RS,0,4097945,307053807.61,11377239,6559,89,197,17,5000128.665753425,346556943.2794796
2020-05-26,RS,1,4024878,303037166.81,11377239,6785,226,203,6,5000128.665753425,346556943.2794796
2020-05-27,RS,2,4334554,331413223.09,11377239,7048,263,209,6,5000128.665753425,346556943.2794796
2020-05-28,RS,3,4282442,334305191.06,11377239,8234,1186,213,4,5000128.665753425,346556943.2794796
2020-05-29,RS,4,4993932,427942185.71,11377239,8234,0,213,0,5000128.665753425,346556943.2794796
2020-05-30,RS,5,5197141,466960750.35,11377239,9242,1008,218,5,5000128.665753425,346556943.2794796
2020-05-31,RS,6,2161204,167516071.04,11377239,9332,90,224,6,5000128.665753425,346556943.2794796
2020-06-01,RS,0,4385991,354735394.12,11377239,9332,0,232,8,5000128.665753425,346556943.2794796
2020-06-02,RS,1,4426527,348411284.68,11377239,9919,587,245,13,5000128.665753425,346556943.2794796
2020-06-03,RS,2,4612405,364665502.97,11377239,10398,479,258,13,5000128.665753425,346556943.2794796
2020-06-04,RS,3,4546711,361550562.77,11377239,11010,612,265,7,5000128.665753425,346556943.2794796
2020-06-05,RS,4,4651931,401758077.57,11377239,11583,573,276,11,5000128.665753425,346556943.2794796
2020-06-06,RS,5,5349421,484612996.49,11377239,12037,454,283,7,5000128.665753425,346556943.2794796
2020-06-07,RS,6,2153894,150270534.75,11377239,12135,98,286,3,5000128.665753425,346556943.2794796
2020-06-08,RS,0,4644674,362538566.02,11377239,12250,115,291,5,5000128.665753425,346556943.2794796
2020-06-09,RS,1,4475511,351724032.49,11377239,12802,552,301,10,5000128.665753425,346556943.2794796
2020-06-10,RS,2,4923796,399290516.11,11377239,13619,817,316,15,5000128.665753425,346556943.2794796
2020-06-11,RS,3,2728368,197981556.65,11377239,14168,549,323,7,5000128.665753425,346556943.2794796
2020-06-12,RS,4,5546716,455923253.98,11377239,14384,216,337,14,5000128.665753425,346556943.2794796
2020-06-13,RS,5,4772675,398350061.88,11377239,14627,243,344,7,5000128.665753425,346556943.2794796
2020-06-14,RS,6,2157134,150992988.84,11377239,14661,34,350,6,5000128.665753425,346556943.2794796
2020-06-15,RS,0,4297714,323928857.84,11377239,15438,777,360,10,5000128.665753425,346556943.2794796
2020-06-16,RS,1,4273500,311718175.98,11377239,16471,1033,374,14,5000128.665753425,346556943.2794796
2020-06-17,RS,2,4438244,321991551.0,11377239,17128,657,387,13,5000128.665753425,346556943.2794796
2020-06-18,RS,3,4146821,303864096.91,11377239,17822,694,406,19,5000128.665753425,346556943.2794796
2020-06-19,RS,4,4701884,358631188.75,11377239,18587,765,423,17,5000128.665753425,346556943.2794796
2020-06-20,RS,5,4972411,385574932.89,11377239,19138,551,430,7,5000128.665753425,346556943.2794796
2020-06-21,RS,6,2228160,139110978.5,11377239,19348,210,434,4,5000128.665753425,346556943.2794796
2020-06-22,RS,0,4135284,297659874.72,11377239,19710,362,458,24,5000128.665753425,346556943.2794796
2020-06-23,RS,1,4115408,293521285.28,11377239,20864,1154,477,19,5000128.665753425,346556943.2794796
2020-02-25,AC,1,125913,7775600.7,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-02-26,AC,2,153028,10428537.24,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-02-27,AC,3,153129,11088361.49,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-02-28,AC,4,171250,12913328.42,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-02-29,AC,5,181505,14266957.42,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-01,AC,6,109364,7179538.98,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-02,AC,0,193151,13855032.18,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-03,AC,1,173784,12844111.14,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-04,AC,2,175935,12412989.61,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-05,AC,3,172556,12516298.66,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-06,AC,4,180544,13406259.4,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-07,AC,5,196215,14833969.51,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-08,AC,6,119351,7649855.46,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-09,AC,0,181023,12799243.26,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-10,AC,1,161369,11780949.44,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-11,AC,2,158243,11030295.41,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-12,AC,3,173403,11691678.66,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-13,AC,4,169987,11924972.41,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-14,AC,5,167603,12293126.15,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-15,AC,6,108958,6861186.19,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-16,AC,0,174692,12138162.48,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-17,AC,1,168669,13433927.94,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-18,AC,2,162293,12171310.95,881935,0,0,0,0,157935.93424657534,11302107.061972603
2020-03-19,AC,3,151555,11071687.93,881935,3,3,0,0,157935.93424657534,11302107.061972603
2020-03-20,AC,4,143065,10666185.42,881935,7,4,0,0,157935.93424657534,11302107.061972603
2020-03-21,AC,5,129421,10022350.32,881935,9,2,0,0,157935.93424657534,11302107.061972603
2020-03-22,AC,6,74233,4811909.35,881935,11,2,0,0,157935.93424657534,11302107.061972603
2020-03-23,AC,0,126547,9125267.83,881935,11,0,0,0,157935.93424657534,11302107.061972603
2020-03-24,AC,1,113769,8082546.47,881935,17,6,0,0,157935.93424657534,11302107.061972603
2020-03-25,AC,2,110401,8529185.19,881935,23,6,0,0,157935.93424657534,11302107.061972603
2020-03-26,AC,3,115394,8225028.89,881935,24,1,0,0,157935.93424657534,11302107.061972603
2020-03-27,AC,4,123289,9143975.71,881935,25,1,0,0,157935.93424657534,11302107.061972603
2020-03-28,AC,5,124575,8647744.55,881935,25,0,0,0,157935.93424657534,11302107.061972603
2020-03-29,AC,6,77015,4696916.56,881935,34,9,0,0,157935.93424657534,11302107.061972603
2020-03-30,AC,0,133620,9804097.13,881935,42,8,0,0,157935.93424657534,11302107.061972603
2020-03-31,AC,1,142502,10456739.97,881935,42,0,0,0,157935.93424657534,11302107.061972603
2020-04-01,AC,2,127813,9730419.15,881935,43,1,0,0,157935.93424657534,11302107.061972603
2020-04-02,AC,3,133040,9941373.52,881935,43,0,0,0,157935.93424657534,11302107.061972603
2020-04-03,AC,4,131922,9894009.35,881935,46,3,0,0,157935.93424657534,11302107.061972603
2020-04-04,AC,5,132255,9286092.49,881935,46,0,0,0,157935.93424657534,11302107.061972603
2020-04-05,AC,6,78588,4636299.82,881935,48,2,0,0,157935.93424657534,11302107.061972603
2020-04-06,AC,0,157787,10931460.79,881935,50,2,0,0,157935.93424657534,11302107.061972603
2020-04-07,AC,1,155448,11138515.1,881935,50,0,1,1,157935.93424657534,11302107.061972603
2020-04-08,AC,2,148520,10763468.66,881935,54,4,2,1,157935.93424657534,11302107.061972603
2020-04-09,AC,3,146878,10609116.91,881935,62,8,2,0,157935.93424657534,11302107.061972603
2020-04-10,AC,4,97026,5798451.09,881935,70,8,2,0,157935.93424657534,11302107.061972603
2020-04-11,AC,5,144545,9326857.59,881935,72,2,2,0,157935.93424657534,11302107.061972603
2020-04-12,AC,6,80107,4371598.28,881935,77,5,2,0,157935.93424657534,11302107.061972603
2020-04-13,AC,0,134920,9194931.18,881935,90,13,3,1,157935.93424657534,11302107.061972603
2020-04-14,AC,1,129404,8884671.53,881935,99,9,3,0,157935.93424657534,11302107.061972603
2020-04-15,AC,2,111597,7660435.37,881935,101,2,3,0,157935.93424657534,11302107.061972603
2020-04-16,AC,3,124234,8861031.92,881935,110,9,5,2,157935.93424657534,11302107.061972603
2020-04-17,AC,4,132486,9431805.84,881935,135,25,5,0,157935.93424657534,11302107.061972603
2020-04-18,AC,5,131881,9061396.72,881935,142,7,5,0,157935.93424657534,11302107.061972603
2020-04-19,AC,6,78989,4540060.21,881935,163,21,6,1,157935.93424657534,11302107.061972603
2020-04-20,AC,0,140451,10139035.12,881935,176,13,8,2,157935.93424657534,11302107.061972603
2020-04-21,AC,1,91907,6468550.87,881935,195,19,8,0,157935.93424657534,11302107.061972603
2020-04-22,AC,2,132129,9851861.98,881935,214,19,8,0,157935.93424657534,11302107.061972603
2020-04-23,AC,3,125237,9247694.58,881935,227,13,10,2,157935.93424657534,11302107.061972603
2020-04-24,AC,4,139900,10449800.33,881935,234,7,11,1,157935.93424657534,11302107.061972603
2020-04-25,AC,5,125312,9231793.64,881935,258,24,11,0,157935.93424657534,11302107.061972603
2020-04-26,AC,6,78337,4776849.61,881935,279,21,11,0,157935.93424657534,11302107.061972603
2020-04-27,AC,0,148558,11048879.02,881935,279,0,14,3,157935.93424657534,11302107.061972603
2020-04-28,AC,1,137027,11097951.52,881935,311,32,16,2,157935.93424657534,11302107.061972603
2020-04-29,AC,2,137359,11004115.83,881935,354,43,17,1,157935.93424657534,11302107.061972603
2020-04-30,AC,3,154449,13847308.11,881935,404,50,19,2,157935.93424657534,11302107.061972603
2020-05-01,AC,4,108626,8485412.48,881935,486,82,19,0,157935.93424657534,11302107.061972603
