C1,C2,C3,C4,C5,C6,C7,C8,Confirmed,Country/Region,Date,Deaths,estagio,peak,postinflex,preinflex
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Burkina Faso,04/23/2020,2.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,Burkina Faso,04/24/2020,0.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Burkina Faso,04/25/2020,0.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Burkina Faso,04/26/2020,1.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Burkina Faso,04/27/2020,0.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Burkina Faso,04/28/2020,0.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Burkina Faso,04/29/2020,1.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Burkina Faso,04/30/2020,0.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Burkina Faso,05/01/2020,1.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Burkina Faso,05/02/2020,0.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,Burkina Faso,05/03/2020,1.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,Burkina Faso,05/04/2020,1.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,16.0,Burkina Faso,05/05/2020,2.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,41.0,Burkina Faso,05/06/2020,0.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,Burkina Faso,05/07/2020,0.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,Burkina Faso,05/08/2020,0.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,Burkina Faso,05/09/2020,0.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,Burkina Faso,05/10/2020,1.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0,Burkina Faso,05/11/2020,1.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,Burkina Faso,05/12/2020,1.0,5.0,78.0,106.0,50.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,Burkina Faso,05/13/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,05/14/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,Burkina Faso,05/15/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Burkina Faso,05/16/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,14.0,Burkina Faso,05/17/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,05/18/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,05/19/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,Burkina Faso,05/20/2020,1.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,Burkina Faso,05/21/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Burkina Faso,05/22/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,05/23/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,05/24/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,Burkina Faso,05/25/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,05/26/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,Burkina Faso,05/27/2020,1.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Burkina Faso,05/28/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,05/29/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,05/30/2020,0.0,5.0,78.0,106.0,50.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,05/31/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,06/01/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,34.0,Burkina Faso,06/02/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,Burkina Faso,06/03/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,06/04/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,Burkina Faso,06/05/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,06/06/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,06/07/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,06/08/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,06/09/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,06/10/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,06/11/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,06/12/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,06/13/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Burkina Faso,06/14/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,06/15/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,06/16/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,Burkina Faso,06/17/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,06/18/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,06/19/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,06/20/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Burkina Faso,06/21/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,06/22/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,Burkina Faso,06/23/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,Burkina Faso,06/24/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,Burkina Faso,06/25/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,Burkina Faso,06/26/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,06/27/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,Burkina Faso,06/28/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,06/29/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,Burkina Faso,06/30/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,07/01/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,Burkina Faso,07/02/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,Burkina Faso,07/03/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,Burkina Faso,07/04/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,07/05/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,Burkina Faso,07/06/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,Burkina Faso,07/07/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,07/08/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Burkina Faso,07/09/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,Burkina Faso,07/10/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,Burkina Faso,07/11/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,Burkina Faso,07/12/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,07/13/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,07/14/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,07/15/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,07/16/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,Burkina Faso,07/17/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Burkina Faso,07/18/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,Burkina Faso,07/19/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,Burkina Faso,07/20/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,07/21/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,07/22/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,Burkina Faso,07/23/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,Burkina Faso,07/24/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,11.0,Burkina Faso,07/25/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,07/26/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,14.0,Burkina Faso,07/27/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,Burkina Faso,07/28/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Burkina Faso,07/29/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Burkina Faso,07/30/2020,0.0,5.0,78.0,106.0,50.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Burundi,03/31/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/01/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Burundi,04/02/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/03/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/04/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/05/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/06/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/07/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/08/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/09/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/10/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Burundi,04/11/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/12/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/13/2020,1.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/14/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/15/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/16/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/17/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/18/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/19/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/20/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/21/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,Burundi,04/22/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/23/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/24/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/25/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/26/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/27/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/28/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/29/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,04/30/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/01/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,Burundi,05/02/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/03/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/04/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/05/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/06/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/07/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/08/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/09/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/10/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/11/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/12/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/13/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/14/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/15/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/16/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,Burundi,05/17/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,Burundi,05/18/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/19/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/20/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/21/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/22/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/23/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/24/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/25/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/26/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/27/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/28/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/29/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,Burundi,05/30/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,05/31/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/01/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/02/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/03/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/04/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/05/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,Burundi,06/06/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/07/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/08/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/09/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/10/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Burundi,06/11/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/12/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/13/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/14/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/15/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,Burundi,06/16/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/17/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/18/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/19/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/20/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,Burundi,06/21/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/22/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/23/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/24/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/25/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/26/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,Burundi,06/27/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/28/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/29/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,06/30/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,07/01/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,07/02/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,Burundi,07/03/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,07/04/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,07/05/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,07/06/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,07/07/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,07/08/2020,0.0,1.0,172.0,201.0,142.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Burundi,07/09/2020,0.0,1.0,172.0,201.0,142.0
